User,Tweet
DSmith_PhD,RT @ISGnews: Dr Fauzia Idrees joins us as Director of MSc in Information Security and MSc in Cyber Security (Distance Learning). Her resear…
DucoDigital,"We offer @bcs accredited online courses in:⁠
⁠
- Ethical IT⁠
- Business Analysis⁠
- Data Protection⁠
- Artificial Intelligence &amp; Machine Learning⁠
⁠
Pay directly with us or over 12 months with @knoma_io with prices starting at £31 per month.⁠

https://t.co/6L8zGUAmJz https://t.co/BR0gC7AWdo"
EducAidSL_LDN,RT @CRPE_edu: .@EducAidSL_LDN CEO Erin Northey (@401Erin) believes that crises can sharpen decisions for leaders by making priorities clear…
Hay__B,RT @mmgiovanelli: Our brand new MA English programme opens for applications in under 2 weeks time with part time and distance learning opti…
CRPE_edu,".@EducAidSL_LDN CEO Erin Northey (@401Erin) believes that crises can sharpen decisions for leaders by making priorities clear.

Read about how Sierra Leone schools moving to distance learning reached 1 million children through national radio lessons.

https://t.co/EAzHO3HAd0 https://t.co/Jgjvmms2Dz"
Elisabetta_Cprs,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
agwilliams9,RT @mmgiovanelli: Our brand new MA English programme opens for applications in under 2 weeks time with part time and distance learning opti…
SlovakiaUNNY,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.
https://t.co/l6cXvzke0M

#ONPASSIVE #OFounders #earn #GoFounders #... https://t.co/py0KmVbuU8"
Shi4Tech,"@Victoryabro @RoyalHolloway @ISGnews @DrJDrooghaag @FrRonconi @Dahl_Consult @Fabriziobustama @IanLJones98 @nishatriaz @manzoorhsoomro @TaniaPalijo @NutritiousMind @cityalumni @khurramcyber I'm thrilled to hear this news, Dear Fauzia @Victoryabro. Huge congratulations💖 

They're lucky to have you as Director of MSc in #InformationSecurity and MSc in #CyberSecurity (Distance Learning). https://t.co/7augmidPQJ"
PrettyYoung__,"Learning to appreciate &amp; experience the little things in life will bring you so much peace and happiness.  I want positive energy and good vibes, and if you’re not bringing that I’ll just love you from a distance ✨♾️"
HennaVirkkunen,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
MichalMlynar,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
ilevertchiasson,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
cosine_distance,"@danielleboccell honestly, one of the biggest takeaways from my phd was learning to be unimpressed by people with phds, which provides a big confidence boost. 

Then other people can observe my confidence/skills gap and learn to be unimpressed by me, and thus the cycle continues"
jmokobori,"@Debt_Rescue I'm a student studying via distance learning &amp; 100% of my school work is done online ,loadshedding has really impacted my day to day school activities negatively ,I'd fall way behind getting assignments done off on my laptop which requires  electricity to power up #Loadshedding"
MaggieEThornton,"@m_scribe She has been involved in some other articles about 3ft versus 6ft of distance and learning modality differences, but I haven't been able to find anything else peer reviewed on spread at school itself."
johnmue60208842,"@BirkMatt Schools were shut down, switched to distance learning to reduce impacts of pandemic - keep students and teachers safe. Plenty of red states did it too, matt. 

Based on what we knew at the time, what would you have done?"
KBroHappyApp,"Not surprising that Digital Natives maintained their sense of community during distance learning.  Virtual digital mental health solutions like YouROK are here to fill the gap in mental healthcare professionals.

#teenmentalhealth 

https://t.co/zsuDJVk7xb"
twodegreemami,"It does. And honestly.. learning how my body actually works not what sexed taught me, is how I avoid pregnancy not being on BC. I do not play about ovulation time (which for some reason ALWAYS is when I see all the long distance people, its BS). https://t.co/zQFBAVbR7W"
DaSweetestLove_,In this chapter I’ve been learning more how to distance myself from things that don’t serve me no purpose and disrupt my peace.
cscharber,"RT @UMN_CEHD: With many aspects of education being shifted online these days, the fully online Distance Learning Graduate Certificate withi…"
_niktopork,Regretting not learning to ride geared motorcycle earlier. Earlier never felt the need. Now I want to travel long distance.
islgalwrites,@jaclynmacrae Thank you. I will respond to his e-mail and restate my stance of not wanting my child to write it. He is in a online Distance Learning school with our District and I would be the one administering the FSA at home.
Nelomaxwell,"RT @ReasonRas: @TorraineWalker I learned that for many, being “there for you” is conditional, it’s never out of genuine care and love- espe…"
KarynCaplan,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
_tatss,@therealMC_ Lmao this reminds me of the time I had to move my liquor cabinet for the kids’ distance learning 🥴
rippy1958,"RT @SleepingBearNPS: Today is World Teachers' Day, a day where we celebrate educators and all the important work they do.

We thought this…"
SusanSEnglish,RT @mmgiovanelli: Our brand new MA English programme opens for applications in under 2 weeks time with part time and distance learning opti…
philadelphiafed,"Now more than ever, having a computer at home with high-speed internet is a critical link to completing basic activities, from distance learning to remote work and job searches. This means that barriers to connectivity can have serious economic implications. #DIW2022"
Xris32,RT @mmgiovanelli: Our brand new MA English programme opens for applications in under 2 weeks time with part time and distance learning opti…
brian_d_wade,"RT @SleepingBearNPS: Today is World Teachers' Day, a day where we celebrate educators and all the important work they do.

We thought this…"
SleepingBearNPS,"Today is World Teachers' Day, a day where we celebrate educators and all the important work they do.

We thought this would be the perfect opportunity to show our support for educators via our FREE distance learning programs!

https://t.co/UfXkA6bvG8

Photo: NPS

#WorldTeachers https://t.co/3swpUFZJYj"
AlliciaaSantos,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
lovermob,RT @mmgiovanelli: Our brand new MA English programme opens for applications in under 2 weeks time with part time and distance learning opti…
DescarregaEva,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
WillDeakin1,"@pokateo_ Build a machine learning model to convert census population flow data from the current open Medium Super Output Area (MSOA) geography to Output Area or similar small area geographies based on population, distance traveled and geography area"
cilcorg,We are celebrating #NationalDistanceLearningWeek with two #Digital Learning Festivals that connect #Students to field experts and educators from cultural organizations in the #twincities! Learn more about the #Virtual events and register for #free here: https://t.co/2G9n8cYMgF https://t.co/7LYO98cliX
meganmansworth,RT @mmgiovanelli: Our brand new MA English programme opens for applications in under 2 weeks time with part time and distance learning opti…
EnglishAston,RT @mmgiovanelli: Our brand new MA English programme opens for applications in under 2 weeks time with part time and distance learning opti…
JorgeEnriqueHM,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
fetc,"See the hottest trends and tools including AI, esports, distance learning, literacy and augmented reality as part of the #FETC keynote Tech Share LIVE! Find out more &amp; register now with code TW23 #edtech https://t.co/LUATBy0h16 https://t.co/UsAXz2Stym"
aliWaldhorn,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
LeoDiFara1,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
ciet_ncert,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
weakfitness,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
OMunyemana,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
Angshucsc,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
ABC40954616,"RT @UNESCO: On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukrai…"
UNESCO,"On today’s #WorldTeachersDay, @UNESCO &amp; @Google  announce a large cooperation to supply 50,000 computers for teachers in #Ukraine to help them deliver distance learning.

Training in digital tools will also be provided to them.

Learn more: https://t.co/Df04Jr6l1y https://t.co/wHnar10Vfn"
Escamilla_Sci,Loved seeing my students engaged in learning about Distance-Time Graphs and Speed. One day using the Labquests and Motion Sensors and another Measuring and Calculating Speed using toy cars and analyzing graphs!! #NISDMSScience #JordanMSignited @JordanNISD https://t.co/orlymDlism
LeicAppLing,Not too late to apply for the Distance Learning MA Applied Linguistics and TESOL at the University of Leicester: https://t.co/Vn0oKKmVhP https://t.co/0Y0GSRtazo
suzie_bell,"""We see the question of where education is headed in terms of the separation of schooling and learning. ...in the rapid growth of new learning alternatives, such as home schooling, learning centers, workplace learning, and distance education.""

Collins and Halverson"
Tony__Baker,"DYK @WorldVision we design learning tools for long distance learning to ensure teaching continues through any challenges. #teacherlife #teachers

https://t.co/0CsHESoWlL"
timg33,"RT @UKAmbUNESCO: On #WorldTeachersDay ⁦@UNESCO⁩ and Google are distributing 50,000 computers to Ukrainian teachers to help them deliver dis…"
UKAmbUNESCO,"On #WorldTeachersDay ⁦@UNESCO⁩ and Google are distributing 50,000 computers to Ukrainian teachers to help them deliver distance learning👇

#Russia has damaged 2,292 and destroyed 309 🇺🇦 schools so over 40% of them are teaching at least partly online https://t.co/7FPPTiIGFu"
